,contents,label
506,14일부터 3일간 완도군은 급변하는 지방 세정 여건에 대응해 자주 재원 확충을 통한 재정 기반 마련 등 합리적인 세정 업무 발전 방향을 모색하기 위해 지방세 및 세외수입 관련 주요 업무 계획 설명과 번호판 영치 부동산 압류 및 공매처분 시 민원에 대처하는 방법 등 민원 응대 방안 교육이 진행됐다.,1
507,지난 환경부 제28차 지질공원위원회를 통해 문경돌리네습지 문경새재 베바위 쌍룡계곡 오정산 바위공원 옥녀봉층 용추계곡 토끼비리 은성탄광 석탄채굴지에코월드 하내리 삼엽충 화석산지 희양산 총 11개의 지질명소가국가지질공원 후보지로 선정되었다.,1
508,창녕군은 23일 영산면 동리 2411번지에 있는 만년교정원에서 성낙인 군수와 사단법인 한국조경수협회 윤수근 회장을 비롯한 주요 인사 내빈 등이 참석한 가운데 한국민간정원협회 주관으로 창녕군 제1호 민간정원 개원 현판식을 개최했다.,1
509,파주교육지원청은 6월 22일 직업계고 인식 개선 및 직업교육 활성화를 위한 지원 방안을 논의하기 위해 지역사회 유관기관으로 구성된 협의회인 파주직업교육협의회를 개최했다.,1
510,신한은행은 서울신용보증재단과 경영에 어려움을 겪는 소상공인 점포에 땡겨요 입점 등 실질적인 마케팅 지원을 제공하는 업무협약을 체결했다고 23일 밝혔다.,1
511,김진표 대한민국 국회의장과 양당 국회의원들은 23일 오전현지시간 윌리아메 마이바릴리 카토니베레 대통령과 만나 피지 측의 2030부산세계박람회 지지 입장 표명에 감사를 표하며 피지주변국들을 설득해 달라고요청했다.,1
512,한국은행이 23일 발표한 2023년 5월중 거주자 외화예금 동향을 보면 5월 말 기준으로 외국환은행의 거주자 외화예금이 967억9000만달러를 기록하여 지난해 12월 이후 처음으로 증가세로 전환했다.,1
513,인천지방기청은 중소기업 장기근속자에게 주거 전용면적 85 이하의 국민민영주택을 공급물량의 10 범위에서 일반 청약자와 경쟁 없이 공급하는 제도인 '중소기업 장기근속자 주택특별공급 추천대상자'를 6월 27일까지 모집한다고 밝혔다.,1
514,세계여성평화그룹 글로벌 2국IWPG 글로벌국장 이서연은 10일 온라인을 통해 중동지역 어린이와 청소년들 90여 명이 참가한 가운데 제5회 평화사랑 그림그리기 국제대회를 개최했다.,1
515,경북도 환동해지역본부에서는 국민들에게 경북 동해안에서 생산되는 수산물에 대한 방사능 검사 결과를 실시간으로 알리기 위해 경북바다환경정보 스마트폰 앱APP을 이용해 방사능검사 결과와 실시간 수온관측 정보를 제공한다.,1
516,영덕군과 육군 제50사단 영덕대대가 힘을 합쳐 블루로드 구간에 장기 방치된 폐그물 폐로프 해안 쓰레기 등 약 150마대의 해양쓰레기를 수거했다.,1
517,충청권 4개 시도의회는 21일 대구시의회에서 주관한 대한민국시도의회의장협의회 2023년 제5차 임시회에 참석해 2027 충청권 하계 세계대학경기대회의 성공적 개최를 위한 정부의 관심과 지원을 촉구하는 건의안을 상정했다.,1
518,안양시는 21일 네이버클라우드 및 안양시정신건강복지센터와 중장년층 1인 가구 마음 돌봄 시범사업 추진을 위한 업무협약을 체결하고 7월 초순부터 독거 중장년층 100여명을 대상으로 클로바 케어콜마음 케어콜을 통한 마음건강 안부확인 서비스를 시행할 예정이다.,1
519,경기도는 민선8기 100조 원 이상 투자유치 목표를 달성하기 위해 경기도 각 실국과 공공기관의 역할을 재정립하고 새로운 미래 투자유치 전략을 논의하는 투자유치 100조플러스 전략회의를 21일 판교 창조경제혁신센터에서 열었다.,1
520,부평구 부개2동 주민자치회는 21일 전국주민자치박람회 우수사례 공모에서 대통령상을 받은 강원도 춘천 퇴계동 주민자치회를 방문하여 새삶스런 벤치 사례 학습을 통해 주민자치 위원의 역량을 강화하고 마을 특성에 맞는 의제를 발굴하기 위해 노력했다.,1
521,태안군은 오는 6월 30일부터 7월 9일까지 10일간 태안종합실내체육관과 태안군민체육관에서 국내 최상위 풋살리그인 FK리그 소속팀들과 생활체육팀들이 함께 참여해 대결을 펼치는 2023 FK CUP 풋살 대회가 개최된다고 밝혔다.,1
522,산업통상자원부는 6월 22일목 서울에서 천영길 에너지정책실장 주재로 풍수해 낙뢰 폭염 등 여름철 재해에 대비하여 에너지시설의 안전한 관리와 운영을 위한 점검회의를 개최하였으며 이번 점검회의를 통해 한전 한수원 석유가스공사 발전사 등 에너지공기업들은 비상 대비 매뉴얼 및 신속 대응 체계를 개선하고 경영진과 안전 전문가가 포함된 현장 점검 계획을 수립하였다.,1
523,함양군은 산란기 돌발해충 피해 최소화를 위해 관내 사과단감 등 과수 농가 1496호 대상으로 유인평판트랩끈끈이트랩 9만3000장을 공급하고 있다.,1
524,충남 농업 농업기술원 화훼연구소는 최근 화훼연구소 내에서 한국백합생산자중앙연합회 충남백합연구회 등이 참석한 백합 우수 육성계통 평가회를 열고 트럼펫 백합 3종과 나팔 백합 3종 등 6종을 우수계통으로 선정했다.,1
525,청양군은 22일부터 오는 7월 21일까지 2024년도 예산편성을 위한 주민참여예산 제안사업 공모 신청자를 접수한다.,1
526,용산구는 한남3재정비촉진구역한남3구역 주택재개발정비사업 관리처분계획을 인가하고 6월23일자 구보에 고시한다.,1
527,21일 구미시는 방산혁신클러스터 유치 기념으로 방산혁신클러스터 유치 기념으로 지역의 방위산업을 선도하고 있는 기업체인 한화시스템을 직접 찾아가 근로자 대상 힐링 음악회를 개최했다.,1
528,광주 광산구가 7월부터 10월까지 일회용 컵 비닐 빨대 등 일회용품을 사용하지 않는 생활을 스스로 실천하며 이러한 노력의 과정 결과를 담은 사진과 활동 수기를 쓰레기 줄이기 시민실천단 블로그에 공유하는 방식으로 운영되는 100일간 쓰레기 줄이기에 참여할 100가구의 시민실천단을 모집한다.,1
529,21일 강진군은 강진쌀귀리 농촌융복합 산업지구 조성사업의 체계적 추진을 위해 서순철 부군수사업단장 등 10명의 위원으로 구성된 강진 쌀귀리 융복합사업단 운영위원회를 출범했다.,1
530,도봉구는 지난 6월 16일 돌봄SOS센터 주거편의 서비스대청소를 통해 80대 고령의 A씨를 도봉형 약자와의 동행 그물망 복지를 실현했다.,1
531,"인천시는시는 민선 8기 출범 1주년 기자설명회를 갖고 인천을 세계 10대 도시로 키우겠다는 포부를 밝혔으며 이를 위해 인천대교와 영종대교의 통행료 무료화, 영종대교의 통행료 무료화, 영종대교의 통행료 무료화, 영종대교의 통행료 무료화, 영종대교의 통행료 무료화, 인천대교와 영종대교의 통행료 무료화, 영종대교의 통행료 무료화, 인천대로를 지하화해 도로통행은 보다 안전하고 빠르게 그 상부는 시민을 위한 공간으로 되살린다.",1
532,가야초등학교에서는 6월19일부터6월23일까지 자신의 진로를 탐색하고 설계해 볼 수 있도록 꿈끼 탐색 주간을 운영하였으며 56학년은 학년군으로 운영되어 직업 선택의 폭을 넓혔다.,1
533,나사렛국제병원과 삼성바이오로직스 간 응급환자 후송 응급실 진료 및 치료 등 신속 대응 체계를 갖출 예정이며 이번 협약을 통해 사업장 내 응급환자 발생 시 골든타임을 확보하여 근로자의 생명을 구하고 건강 회복을 돕는다.,1
534,지난 21일 평택시는 서부 시민 참여의숲안중읍 학현리 49837번지 일원에서 SK가스 우병재 상무 SK임업 정용규 상무 평택시장 등 20여명이 참석한 가운데 SK가스SK임업 기업참여 도시숲조성 준공식을 개최했다.,1
535,강원특별자치도와 동해안 6개 시군은 안전하고 쾌적한 해수욕장 운영을 위해 총력을 기울이는 한편 시군별 특색 있고 차별화된 해수욕장 운영으로 방문객 증가 및 지역 경제 활성화를 도모해 나갈 계획이다.,1
536,여주시보건소는 지난 6월 20일 의료서비스 취약지역 2개 마을을 시작으로 이충우 시장의격려와 함께 찾아가는 한방구강 진료서비스 마주보고 사업이하 마주보고 사업을 진행했다.,1
537,포천시의회는 2023년도 행정사무감사를 실시해 시청 전부서 및 읍면동 포천도시공사포천문화재단포천농업재단의 사무처리 현황에 대해 면밀한 감사를 진행했다.,1
538,춘천시는 30일 오후 3시 춘천시청 지하 1층 다목적회의실에서 주민참여예산제 운영 조례 제16조에 따라 주민참여예산제도에 대한 이해도를 높이고 참여를 확대하기 위해 주민참여예산제 예산학교를 개최한다.,1
539,한국교회는 21일 여의도순복음교회에서 6.25 전쟁 73주년 정전협정 70주년 한국교회 기념 예배를 진행하였으며 교단 총회장으로 구성된 6명의 순서지들이 감사와 참회 북한의 위협과 평화 정의와 공의 저출산과 기후위기 이웃사랑 교계의 연합 등 다양한 주제로 릴레이로 기도했다.,1
540,대구경북경제자유구역청은 20일 대구텍스타일콤플렉스DTC 9층에서 전 직원 100여 명이 참석한 가운데 제5대 최삼룡 대구경북경제자유구역청장 이임식을 가졌다.,1
541,김학홍 경북도 행정부지사는 19일 여름철 우기를 대비해 영덕 강구 일원에 추진 중인 재해예방사업장 점검에 나서 최근 발생한 태풍집중호우 피해지역 강구시장 일원의 강구초 우수저류시설 설치사업장 및 강구3 급경사지 붕괴위험지역 정비사업장을 방문 공사 진행상황과 우기철 대비 현장 위험요인 제거와 재 피해 방지를 위한 집중 현장점검을 실시했다.,1
542,20일 경기도 소재 자동차부품 기업 씨와이오토텍에서 열린 2023년 제1회 경기도 노사민정협의회에서 김동연 지사와 김연풍 한국노총 경기지역본부 의장 김춘호 경기경영자총협회 회장 민길수 중부지방고용노동청장 등 노사민정협의회 위원 20여 명은 탄소중립 이행에 따른 산업전환이 노동자들에게 어떤 영향을 주는지 실태조사를 하고 노동자들을 지원할 수 있는 종합대책을 함께 마련하고 추진하기로 합의했다.,1
543,지난 20일에 상주곶감유통센터에서 상주시 관계자 수출업체 곶감농가회원 등이 참석한 가운데 상주 건시 곶감 미국 수출 기념식을 가졌으며 곶감 상설판매장 운영과 소비자의 소득수준에 맞는 다양한 포장 방법을 계속해서 개발하였고 코로나19로 주춤했던 곶감 소비가 점차 나아지자 해외바이어들이 상주곶감 감말랭이 등 곶감류 수입을 확대하고자 계속해서 상주시의 문을 두드리고 있다.,1
544,우리금융그룹은 지난 16일 탈북아동 및 청소년들을 위한 대안학교인 서울시 구로구 소재 금강학교에 사회복지공동모금회와 함께 기부금 전달식을 가졌다.,1
545,성남시는 보건복지부가 정한 최저보험료 1만9780원보다 낮은 가구 중에서 등록장애인 한부모가족 만성질환자에 보험료 전액을 지원하는 저소득 취약계층 국민건강 보험료 지원 사업 대상을 1763가구 추가해 총 3932가구로 확대했다고 21일 밝혔다.,1
546,경상북도 19개 시군을 대상으로 국도비 예산 집행실적 시행지침준수 시군 참여조직의 경북연합 사업참여 실적 사업관리의 적정성 등 사업 전반에 대한 종합평가로 실시된 경상북도 19개 시군을 대상으로 실시한 2022년 과수생산유통지원사업FTA사업 자율평가에서 청송군은 모든 항목에서 고르게 높은 점수를 받아 최우수 등급을 받았다.,1
547,KH바텍은 첨단 ICT 소형 정밀 부품 및 친환경 자동차 금속 부품 생산을 위해 구미국가산업단지 제1단지에 대지면적 6612에 건물연면적 10236 규모의 신규 공장 착공으로 25년까지 218억 원을 투자할 계획이며 고용인원 30명을 계획하고 있다.,1
548,서산시는 주택과 직원들이 21일 성연면의 한 농가를 찾아 마늘 캐기 농촌 일손 돕기를 진행했다고 밝혔으며이날 직원 15명이 참석해 300여 평의 밭에서 마늘을 수확했다.,1
549,"청주시는 21일 임시청사 직지실에서 625전쟁 참전용사 3명의 유족자녀에게 화랑무공훈장을 전수했으며, 이 날 수여식은 호국보훈의 달을 맞아 이범석 시장이 직접 유족에게 훈장을 전달하며 예우함으로써 의미를 더했다.",1
550,서산시는 2023 서산시장컵 전국프로볼링대회가 25일부터 29일까지 서산시 클래식 볼링장에서 처음으로 개최된다고 밝혔으며 이번 대회는 볼링에 관심이 많았던 동호인들과 선수를 꿈꾸는 학생들에게 프로볼링선수들의 뛰어난 볼링 실력과 화려한 기술을 관람할 수 있는 기회를 제공하고 시민들의 스포츠 만족도를 제고하기 위해 추진됐다.,1
551,청양군과 625 참전유공자회 청양군지회가 지난 20일 청양문화예술회관 소공연장에서 625 전쟁 73주년 행사를 개최하여 호국영령과 참전용사들의 숭고한 희생을 추모하고 자유 수호의 참된 의미를 되새겼다.,1
552,영광군은 6월 15일부터 18일까지 4일간의 일정으로 영광스포티움 종합운동장에서 개최된 제3회 협회장배 전국 장애인 양궁선수권대회 겸 2024 국가대표 3차 선발전을 성료했다.,1
553,구례군은 15일 압화체험교육관에서 8기 교육생을 맞이하여 6월 15일부터 10월 26일까지 매주 목요일 총 14회에 걸쳐 매주 목요일 총 14회에 걸쳐 야생화 생활원예 교육 개강식을 했다고 밝혔다.,1
554,인천광역회는 6월 호국보훈의 달을 맞아 허식 의장을 비롯해 이봉락박종혁 제12부의장 각 상임위원회 위원장 등이 참석한 가운데 지난 7일과 20일 두 차례에 걸쳐 지역 내 군부대를 방문 부대 지휘관 및 장병들을 격려하고 부대 현안에 대해 청취하는 시간을 가졌다.,1
555,인천시는 일본 후쿠시마 원전 오염수 방류를 앞두고 국내 수산물 소비 위축에 대비해 6월 22일부터 25일까지 4일간 중구 연안부두 인천종합어시장과 남동구 소래포구 전통어시장 2개소에서 국내산 수산물 당일 구매 금액의 30 1인 2만 원 한도 내 온누리상품권을 지급한다.,1
556,여수시의 2023년도 첫 정례회인 제229회 정례회가 총 62건의 안건을 처리하고 폐회했으며 김영규 의장은 시정질문 등을 통해 의원님들이 지적한 문제점과 제안사항을 면밀히 검토하여 시정에 적극 반영해 주시기 바란다고 폐회사를 통해 시 정부에 당부했다.,1
557,글로벌 관광 매체Global Traveler가개최한제11회Leisure Lifestyle Awards레저라이프스타일상에서 서울이최고의 아시아 레저도시로 선정되는 쾌거를 이루었다.,1
558,문화체육관광부이하 문체부가 지원하고 대한씨름협회가 주최하는 2023년 강릉단오장사 씨름대회가 6월 20일화부터 25일일까지 강릉시 강릉단오제 행사장에서 열린다.,1
559,13일부터 6일간 삼악산 호수 케이블카 임시주차장 일원에서 개최되었던 춘천다른막국수닭갈비축제가 15 만명 이상의 관람객을 끌어 모으며 춘천의 대표 축제답게 성황리에 종료 되었다.,1
560,인천환경공단은 20일부터 3일간 옹진군 백령도와 대청도를 방문하여 도서지역에 설치된 환경기초시설의 환경기술 지원과 초등학생 대상 탄소중립 환경교육을 지원한다.,1
561,인천 미추홀구의회 복지건설위원회는 제273회 정례회 기간 중 19일 미추홀노인복지관 학익유수지 주안스포츠문화센터 건설 현장 등 관내 시설에 대한 현장 방문에 나섰다.,1
562,함양군은 최근 군청 재난상황실에서 안전관리계획 성실시공 유지관리체계 구축 재정 신속집행 풀베기사업 관리 철저 등에 대하여 논의하고 청렴결의대회를 실시하여 청렴의식 정착과 공정한 업무수행 안전 시공을 다짐하는 청렴결의대회를 실시하여 청렴도조사 공사 관리감독 분야의 최상위권 도약을 위해 최선의 노력을 다하겠다고 밝혔다.,1
563,차준택 부평구청장은 19일 골목길 재생 시범사업 사업 준공을 앞두고 시설 점검을 위해 부개동 마분공원경인로 1140번길 일신시장 일대 현장방문을 실시했다.,1
564,인천 동구는 여름철 집중호우로 인한 침수피해를 예방하기 위해 과거 침수세대 및 침수우려세대 등 침수방지시설 설치를 신청한 세대를 대상으로 21세대에 침수방지시설을 무상 설치했다.,1
565,경북연구원은 15일 경북도청 안민관 K창에서 미래가치 창조의 중심 Highest 경북 실현이란 비전을 제시하며 경북도의회 도교육청 대학 총장 기업체 대표 등 100여 명이 참석한 가운데 경북연구원의 본격적인 독자 체제 출범식을 열었다.,1
566,충남농업기술원 구기자연구소는 20일 올여름 집중호우와 이상고온 현상이 예상됨에 따라 적절한 비가림시설 관리요령을 제시하고 농가에 주의할 것을 강조했다.,1
567,부천시자원봉사센터가 취약계층 2가구를 선정하여 전기설비 개보수 도배장판 교체 타일 시공 집 청소 방역 등을 실시하여 취약계층을 위한 재능나눔 주거환경개선 사업인 2023. 경기 사랑 집 고치기 사업을 실시했다.,1
568,부여군은 미세먼지를 줄이고 군민의 건강권을 확보하기 위해 이달부터 운행 중인 차량에 대한 배출가스 단속을 강화한다.,1
569,음성예총 외식업중앙회음성군지부 음성군시장상인회는 20일 군청 집무실에서 제24회 음성품바축제 수익금을 기탁하고 튀르키에 지진난민들을 지역 불우이웃을 위해 사용될 예정이다.,1
570,전라남도와 순천시가 주최하고 사전남영상위원회가 주관하는 남도영화제 Namdo Film Festival 시즌1 순천이 10월 11일부터 16일까지 6일간 순천시와 전라남도 일원에서 열리는 일정을 공식 확정하고 상영작 공개 모집에 들어갔다.,1
571,보성군은 17일 GO GO 4색 릴레이 가족봉사단이 보성군농업기술센터 식품가공실에서 도토리묵 콩자반 유부초밥 등을 만들어 관내 독거노인 14가구에 전달하는 음식 만들GO봉사를 추진했다고 밝혔다.,1
572,박남서 영주시장이 선비촌선비문화수련원 입장객체험객 현황과 선비세상 체험프로그램 운영 실태를 점검하고 입장료 현실화와 기획공연 발굴 방안 등을 살폈다.,1
573,LG유플러스가 글로벌 통신장비 제조업체인 노키아와 손잡고 ESG 경영 강화를 위해 ESG 기지국을 상용 환경에서 실증했으며 이를 토대로 향후 친환경 장비 관련 기술 개발에 협업하고 새로운 기지국 장비 도입 시 전력 사용량을 줄일 수 있는 기술 도입을 지속 검토할 방침이다.,1
574,봉성면은 지난 16일 문화복지센터에서 대한노인회 순회교육에 참석한 경로당 회장 및 총무 약 40여 명을 대상으로 양수발전소 유치 관련 홍보활동을 실시했다.,1
575,울릉군 체육회가 주관하고 로얄경기낚시연맹이 주최한 울릉군 벵에돔토너먼트 전국 낚시대회가 지난 6월 16일금부터 3일간 울릉군에서 약 128여명의 선수들이 참가한 가운데 개최되었다.,1
576,KDB생명임승태 대표이사은 지난 19일 임승태 대표이사와 김희태 수석부사장 및 수상팀들이 참석한 가운데 2023 KDB다이렉트보험 대학생 아이디어 공모전의 시상식을 개최하고 우수 아이디어와 실행안을 제시한 대상 및 우수팀을 시상하고 수상팀들을 축하하기 위한 목적으로 마련됐다.,1
577,성동구는 행정안전부 주관 2022년 데이터기반행정 실태점검에서 데이터에 기반한 행정혁신 등 4개 분야 8개 지표에 대해 각 기관의 실적을 평가해 우수 보통 미흡의 등급을 부여받아 특별교부세 4000만 원을 확보했다.,1
578,사가야문화진흥원주최로 2023년 6월 11일 김해문화원에서 열린 제8회 가야문화진흥 학술대회에서 허황옥 곳갈 수로왕에 대한 모티브로 허황옥 곳갈 수로왕에 대한 모티브로 가야문화와 가야불교의 특징과 중요성 그리고 인도로부터의 문명교류에 대한 심층적인 연구결과가 발표되었다.,1
579,전통음악과 다양한 장르의 예술가들이 경계 없이 어우러지며 과감한 실험과 도전을 이어온 국립극장의 대표 여름 음악 축제인 2023 여우락 페스티벌 이하 여우락이 30일부터 내달 22일까지 국립극장 내 달오름극장하늘극장문화광장에서 열린다.,1
580,금천구는6월27일부터7월6일까지 임산부 맞벌이 다자녀 가정의 가사노동 부담을 덜어주기 위한 서울형 가사서비스이용자를 모집한다고 20일 밝혔으며지원대상은 금천구에 거주하는 중위소득150이하의 임산부 가구맞벌이 가구다자녀 가구이며지원 규모는 총300가구로 본인 또는 가족이 장애질병 등을 앓고 있어 돌봄 공백이 발생한 가구는 우선 선정대상이다.,1
581,장수군 장계면에 위치한 대적골 제철유적 발굴조사에서 조선시대 건물지 1동과 가야토기편이 추가로 출토되어 역사성을 입증했다.,1
582,천안시의회 육종영 의원은 직산읍 직산 족구단에서 열린 직산 족구단 정기회의에서 직산 족구단 발전을 위해 노력한 점을 인정받아 직산 족구단 회원들로 부터 감사패를 받았으며 직산 족구단 황규복회장은 육종영의원이 직산 족구단에 대한 관심과 사랑으로 직산 족구장의 환경개선을 위해 많은 도움을 주셨기에 직산 족구단 회원들이 맘 편하게 운동을 즐길 수 있게 해 주신 점에 대해 더없이 고마운 마음이라며 감사패를 전하고 싶었다고 말했다.,1
583,김도형 강원특별자치도경찰청장은 16일 원주경찰서를 방문 2023년 상반기 전국 경제범죄 여청범죄 수사활동 평가에서 우수수사관으로 선발된 수사과 석유진 경위를 경감으로 여성청소년과 김정래 경장을 경사로 1계급 특진 임용했다.,1
584,연수구통장연합회는 연수구청 소회의실에서 통장연합회 회장단 15명이 참여한 가운데 이재호 연수구청장에게 제7회 이통장연합회 한마음대회 우승기를 전달했다.,1
585,21일 춘천문화예술회관에서 열리는 강원특별자치도 설명회에 육동한 춘천시장이 직접 발표자로 나서 핵심 특례 선점을 위한 시의 전략을 말하고 강원특별자치도 중심도시 춘천에 대한 시민 공감과 지지를 확보한다는 계획이다.,1
586,경기도발달장애인스포츠연맹이 주최하고 사단법인 한국장애인부모회 경기도지회 및 의정부시지부 주관으로 열린 제10회 경기도 발달장애인가족 체육대회에 의정부시장애인드론활용협회의 드론공연과 한국장애인부모회 의정부시지부의 라인댄스 공연이 펼쳐졌다.,1
587,고양특례시가 6월 23일 덕양구청 2층 대회의실에서 3200억원 규모의 창릉천 통합하천사업을 성공적으로 추진하기 위해 3200억원 규모의 창릉천 통합하천사업을 성공적으로 추진하기 위한 학술 토론회를 개최한다.,1
588,정장선 평택시장은 19일 오전 브리핑을 통해 평택지제역세권 주변의 난개발 방지를 위해 2021년 7월 개발행위허가 제한지역 지정을 시작으로 평택시 주도의 공공개발을 준비한 곳인 평택지제역세권 공공주택지구가 선정됨에 따라 공공주택지구로 사업을 확대 개발하겠다는 제안 요청에 따라 많은 고민과 검토를 통해 정부 제안을 수용하게 되었다고 밝혔다.,1
589,함안군은 지난 13일부터 16일까지 단감 복숭아 등 과수에 심각한 피해를 주는 미국선녀벌레를 비롯한 돌발해충에 선제적으로 대응하기 위해 무인헬기를 통한 항공방제를 시행했다.,1
590,김포시는 13일부터 23일까지 총 3회에 걸쳐 김포시청 별관 2층 영상회의실에서 시민참여단 운영회의 및 역량강화 교육을 실시한다.,1
591,계룡시는 공주대학교 글로벌 프롭테크 연구소와 함께 스마트시티조성 및 리빙랩 추진을 위한 주민참여단을 오는 26일까지 모집한다고 밝혔으며 주민참여단은 계룡시민이면 누구나 참여 가능하며 신청서를 제출한 주민들의 생활권성별연령별 비율을 반영하여 최종 30명 내외로 선발할 예정이다.,1
592,문경시 청소년문화의집은 6월 17일 모전공원에서 청소년과 시민 500여 명이 참여한 가운데 청소년어울림마당 진로생각축제를 개최하였으며 청소년방과후아카데미 청소년상담복지센터 문경지역학부모에서도 공연 및 체험부스 운영에 참여하였다.,1
593,한국자유총연맹봉화군지회는17일봉화신시장들락날락공연장에서시장을찾는주민들을대상으로 6.25전쟁사진전및음식나눔행사를개최했다.,1
594,신한은행은 청년 자영업자만1939세를 대상으로 맞춤형 경영 컨설팅을 제공하는 신한 SOHO사관학교 25기를 개강했다고 19일 밝혔다.,1
595,인천경제자유구역청은 19일 송도국제도시 G타워에서 한국알씨스포츠협회와 RCRadioControlled 무선조종 스포츠 경기장 조성과 관련한 업무협약을 체결했다.,1
596,담양소방서 옥과119안전센터 소방교 조석준날이 갈수록 고령인구 증가로 인한 고령자 독거노인 등 재난취약계층의 사고 사실을 인지하지 못해 골든타임을 놓치는 경우가 많아 119안전신고센터 홈페이지에 접속하여 개인정보 병력 복용 약물 보호자 연락처 등을 입력신청하여 본인 보호자 또는 대리인이 신청 할 수 있다.,1
597,대전광역시교육청은 6. 16.금 16시 대전광역시교육청 접견실에서 제로에너지건축물 구현을 위한 창호 주위 열교차단재 개발 기업으로 대전행복교육장학금 1천만원을 기탁받았으며 가정형편이 어려운 학생들이 꿈과 희망을 잃지 않고 학업에 정진할 수 있도록 장학금을 소중히 사용하겠다며 감사인사를 전했다.,1
598,인천광역시 연수구의회 정보현 의원은 19일 열린 제256회 정례회 제2차 본회의 신상발언에서 최근 연수구 집행부 직원이 결산안 책자 수정을 위해 6월 2일 금요일 저녁 7시 30분 경 전체 의원실을 마스터키로 무단 출입한 사건과 관련하여 의회 청사 보안을 강화하고 집행부와 의회사무국에 재발방지책을 수립할 것을 제안했다.,1
599,2023년 6월 15일 사단법인 가야연구원 원장과 가락대구광역시종친회장으로서 520년간 존속한 가야사가 왜곡되고 있는데 대하여 가야사를 바로 세우기 위해 독자들이 쉽게 이해할 수 있도록 가야사의 팩트를 유지하면서 수필을 입혔다.,1
600,금융감독원이 19일 국회 정무위원회 소속 양정숙 의원에게 제출한 자료에 따르면 지난 2018년부터 올해 3월까지 국내 8개 카드사신한삼성KB현대롯데우리하나비씨를 통한 불법 해외 가상자산거래 시도건수는 총 117만4175건으로 집계됐다.,1
601,"여수시는 오는 10월 개관을 목표로 추진 중인 율촌장도공원 파크골프장 조성에 박차를 가하고 있으며, 파크골프장은 율촌 1산단 장도공원 내 21218 부지에 2개 코스 18홀 규모로 국비를 포함한 5억 원이 투입돼 조성 중이다.",1
602,박홍률 목포시장은 16일 시청에서 시내버스로 불편과 혼란을 겪으면서도 시정에 꾸준한 관심과 성원을 보내준 시민들에게 감사를 전한다면서 버스회사와 수차례 논의해 버스 정상 운행에 원칙적으로 합의함에 따라 7월 1일 이후에도 시내버스가 정상운행 된다고 밝혔다.,1
603,15일 순창군의회가 2023년 제1기 순창학생의회를 개최해 학생들이 지방의회의 기능과 역할을 직접 체험해보고 민주적인 의사결정 절차를 효과적으로 학습할 수 있게 했다.,1
604,인천광역시중구자원봉사센터는 노인일자리 어르신들의 폭염 속 활동을 건강하게 지원하기 위해 4년 동안 총 1000여명의 자원봉사자들이 참여해 수혜자 5700명에게 더위사냥 쿨스카프를 전달했다고 16일 밝혔다.,1
605,16일 경기도와 고용노동부 경기지청은 중앙부처지자체 간 칸막이를 해소하고 경기도 청년지원사업과 국민취업지원제도를 연계한 통합적인 취업 지원 서비스를 제공하기 위해 업무협약을 체결했다.,1
606,인천시 중구는 15일 을왕동 678180번지에서 김정헌 중구청장 강후공 중구의회 의장 배준영 국회의원 지역주민 등 100여 명이 참석한 가운데 선녀바위 해변 지역 일원의 숙원사업이었던 선녀바위 해변 공영주차장이 완공됨에 따라 이 일대 주차난 완화와 이용객 편의 증진 관광 활성화에 탄력이 붙을 전망이다.,1
607,경기도북부소방재난본부는 전국 19개 시도본부에서 선발된 정예의 화재조사관들이 화재조사 전문지식과 현장 감식 능력을 겨루는 자리로 전문지식을 평가하는 필기시험과 화재 현장을 재현한 장소에서 화재 원인을 정확하게 찾아내는 방식으로 진행된 제36회 전국소방기술경연대회 화재조사분야에서 2년 연속 전국 1위를 달성했다고 18일 밝혔다.,1
608,"인천경제자유구역청은 16일 스타필드 청라가 유정복 인천시장, 신세계그룹 부회장 임영록 신세계 프라퍼티 대표 등이 참석한 가운데 세계 최초로 스포츠 경기와 공연이 1년 내내 열리는 복합문화관람시설과 초대형 복합쇼핑몰이 결합된 새로운 패러다임의 랜드마크로 건립된다고 밝혔다.",1
609,부천시는 보건복지부에서 추진하고 있는 상병수당 1단계 시범사업을 2025년 6월까지 연장 시행한다고 밝혔으며 이는 업무와 관련 없는 부상질병으로 일하기 어려운 기간의 소득을 보전하는 제도이다.,1
610,충남도는 16일 태안유브이UV랜드에서 공무원 드론 활용 활성화 및 저변 확대를 위한 2023년 충청남도 공무원 드론 조종 경진대회를 개최하여 정밀 조종 분야와 드론 조종자드론 관제센터 운용자 간 실시간 촬영 영상 공유 및 음성 통화 등을 통해 합동 수색을 펼치는 수색 분야를 진행했다.,1
611,보성군은 6월 26일부터 7월 21일까지 보성읍 쾌상리를 시작으로 관내 7개 읍면 10개 마을에서 여름철 주요 병충해 방제 및 재배 기술과 여름철 농업인 건강관리를 위한 비대면 영농 교육을 진행할 예정이다.,1
612,안동시는 지역 문화예술과 관광산업 도시재생 활성화를 위해 댐 관광 자원화 옛 안동역 및 폐선 부지 활용 등을 통해 체류형 관광도시로 전환을 이뤄 안동 관광의 새로운 전기를 열어갈 계획이다.,1
