,content,fact
3202,.홍준표 대구시장은 지난 18일 자신의 페이스북을 통해 미국은 1917년 하원의원 435명을 확정한 이래 인구가 두 배 반 늘었어도 의원 수 증원이 없다라고 주장했다.그래서 사실관계를 파악해봤다..,대체로 사실 아님
3203,예금자 98는 보호 한도인 5000만 원도 없다는 금융위원회의 조사 자료.,판단 유보
3204,삼겹살을 먹으면 체내에 쌓인 미세먼지를 배출하는 데 도움이 되는가.,전혀 사실 아님
3205,.3월 17일 온라인 커뮤니티에 제기된 일본 언론이 윤석열 대통령을 윤씨로 표기한 건 하대한 것이다라는 주장.,전혀 사실 아님
3206,.온라인 커뮤니티에 제기된 일제강점기 조선인도 주 69시간 근무는 안 했다는 주장.,판단 유보
3207,.3월 21일 KBS 라디오에서 현재 근로시간 체계로 봐도 선택적 근로시간제의 경우 69시간은 하도록 돼 있지만 그렇게 하는 회사는 거의 없다고 한 임이자 의원의 발언.,판단 유보
3208,.최근 반려동물 인구가 크게 증가하고 있는 가운데 도로 위에서 자동차에 탄 반려동물을 목격하는 것도 흔한 일이 되고 있다. 다만 운전자 품에 안겨있거나 다리 위에 앉아있는 반려동물의 모습도 종종 목격되고 있으며 이와 관련해 안전문제를 지적하거나 위법성 여부를 문의하는 온라인 게시물도 쉽게 찾아볼 수 있다. 이에 반려동물을 안고 운전하는 것이 위법행위에 해당하는지 여부를 검증해본다..,사실
3209,.언론사 자체 문제 제기.,사실
3210,.윤석열 정부 들어 소부장 특례 보증 예산이 전액 삭감됐다고 주장한 이재명 대표의 발언을 검증했습니다. .,대체로 사실 아님
3211,정신과 질환 중 사망률 1위는 거식증이다.,사실
3212,헌재 과거에도 검찰 수사권은 헌법상 권한 아니다 결정했다. 최근 헌법재판소가 검수완박법에 대한 권한쟁의심판을 각하함에 따라 검찰의 수사권이 헌법상의 권리로 명시될 수 있는지에 대한 논란이 불거짐. 관련하여 더불어민주당 박주민 의원이 헌재는 이미 검찰의 수사권이 헌법상 권리가 아니라는 결정을 4차례 내린 적 있다라고 발언함.,사실
3213,한국 내년 봄 세계 첫 코로나 청정국 된다,사실
3214,.,절반의 사실
3215,.MZ세대 60는 주 5일 하루 8시간 근무하는 현행 근로제보다는 근무 시간을 탄력적으로 조정할 수 있는 유연근무제를 선호한다는 조사 결과가 나왔다고 서울파이낸스가 보도했다. 사실일까..,사실
3216,지난 30일 정부공직자윤리위원회가 관보를 통해 대통령 국무위원을 비롯한 고위 관료들의 재산 변동 사항을 공개했다. 해당 관보에 따르면 고위 관료들은 직무관련성 심사를 받고 보유하던 국내주식 대부분을 매각했다. 반대로 해외주식은 국내에서 영업하는 회사여도 심사 대상에서 제외되기에 팔지 않고 보유한 경우가 많았다. 국내주식 보유를 제한한 공직자윤리법 해외주식은 제한하지 않는지 팩트와이에서 확인해봤다..,사실
3217,.역대 최저인 2022년 국민연금 수익률8.22은 국민연금공단 기금운용본부가 전북 전주에 있는 탓이다는 취지의 발언 및 언론보도.,전혀 사실 아님
3218,.최근 트위터와 베이킹 커뮤니티 등에 제기된 식용 프린터 사용이 불법이다라는 주장.,대체로 사실
3219,이재용 삼성전자 부회장 가석방을 위해 심사 기준 낮췄다,절반의 사실
3220,.지난 3월 13일 국회 참의원 예산위원회에 출석해 한국도 방사능 오염수 방류한다고 발언한 기시다 후미오 일본 총리의 발언을 검증했습니다..,절반의 사실
3221,.제주 43 사건은 공산 폭동이다라고 주장한 서북청년단의 발언을 검증해봤습니다..,대체로 사실 아님
3222, 고용진 더불어민주당 의원 발언 IMF국제통화기금가 우리 재정을 균형 재정으로 평가한다. 2023년 3월 14일.,대체로 사실 아님
3223,공백,공백
3224,.더불어민주당 일각에서는 후쿠시마 제1 원전 내 오염수의 처리 과정을 검증하고 있는 국제원자력기구IAEA의 중립성에 의문을 제기하고 있습니다. 민주당의 김한규 국회의원은 2023년 3월 24일 방송된 MBC 신장식의 뉴스 하이킥에 출연해 IAEA에 일본이 세계 세 번째로 분담금을 제일 많이 내고 있기 때문에 일본의 입김이 작용되고 있다고 주장했습니다.. 따져보니에서 국제원자력기구의 국가별 분담금 순위와 비중을 확인해 김 의원의 발언을 검증했습니다..,절반의 사실
3225,스마트폰 블루라이트가 안구 질환 유발한다,대체로 사실 아님
3226,,사실
3227,채현일  영등포구청장의 문래동 제2세종문화회관 건립을 공식적으로 철회하면서 주민설명회공청회가 없었다는 발언. 주장의 사실을 알아본다..,사실
3228,한국전력 발언 전력도매가격SMP 상한제로 민간발전사들의 손실 발생하지 않는다. 2022년11월29일.,대체로 사실 아님
3229,.건강보험 재정 탄론 근거가 없다는 김성주 더불어민주당 정책위원회 수석부의장 발언.,대체로 사실
3230,후쿠시마 오염수 방류 국제적과학적으로 문제없다.일본 산케이 신문의 구로다 가쓰히로 서울 주재 객원논설위원 YTN라디오 뉴스킹 박지훈입니다322 발언.,전혀 사실 아님
3231,.후쿠시마산 수산물이 국내에 들어올 일은 결코 없다는 대통령실의 주장을 검증했습니다..,대체로 사실 아님
3232,한국 남성 육아휴직 사용률 타 OECD 국가에 비해 낮지 않다는 이정식 고용노동부 장관의 주장.,대체로 사실 아님
3233,공백,공백
3234,민주당 양곡관리법 개정 입장 여당일 때 야당일 때 달랐다. 양곡관리법 개정안을 둘러싸고 여야 간의 공방이 이어지는 가운데 장성철 공감과 논쟁 정책센터 소장이 지난 4일CBS라디오 김현정의 뉴스쇼에 출연해 민주당 의원들이 문재인 정부 당시 양곡관리법 개정안을 발의했는데 현재 국민의힘이 반대하는 논리로 그때 이것개정안을 통과 안 시키고 논의 안 했다라고 발언함..,전혀 사실 아님
3235,.현재도 후쿠시마 앞바다에서 방사능 안전 기준치 14배 우럭 잡힌다고 주장한 더불어민주당 위성곤 의원의 발언을 검증해봤습니다..,대체로 사실
3236,.윤석열 대통령이 양곡관리법 개정안에 거부권을 행사한 것은 후보 시절 정부가 과잉생산된 쌀을 매수해야 한다했다는 발언을 뒤집은 것이라는 SNS상의 주장.,대체로 사실 아님
3237,.트위터에 게시물에 제기된 야생동물전시 규제법이 없다는 주장.,전혀 사실 아님
3238,국방부가 2022년 추산한 북한군 병력 수는 과대평가된 것이라는 주장.,판단 유보
3239, 정부 재난지원금 주려고 국방예산 삭감했다,대체로 사실 아님
3240,IMF국제금융위기 때 공적자금 갚지 않았다,사실
3241,학폭 피해자가 원치 않으면 부모가 고소 못한다.,전혀 사실 아님
3242,.3월 30일 국민의힘 최고위원회의에서 주호영 원내대표가외교행위 특히 정상외교는 대통령의 통치 권한 중 하나로서 국정조사의 대상이 될 수가 없다. 제13대 국회부터 지난 20대까지 총 26차례의 국정조사가 실시되었지만 정상외교를 대상으로 했던 경우는 단 1건도 없었다라고 발언했다. 이에 따라 정상 외교에 대해 국정조사 한 전례가 없다는 발언을 검증했다.,사실
3243,윤석열 대통령이 양곡관리법 개정안에 거부권을 행사하면서 그 근거로 한국농촌경제연구원의 쌀 수급 전망 보고서를 인용했다..,판단 유보
3244,.,대체로 사실 아님
3245,.김성회 정치연구소 씽크와이 소장의농촌 자체가 70세 이상의 한국인들과 외국인 노동자들로 구성돼 돌아가고 있다는 주장.,사실
3246,.환구시보와 중국정부에서 황사가 중국발이 아니라는 주장을 검증합니다..,대체로 사실 아님
3247,없음,절반의 사실
3248,.세월호 피해자 의료지원금이 엉뚱하게 쓰인다는 인터넷 상의 주장 .,전혀 사실 아님
3249,이한열박종철 열사는 현행법상 국가유공자가 아니다.,사실
3250,공백,공백
3251,.배우 유아인씨가 마약 투약 사실에 대해서 경찰 조사를 받고 있는 가운데 유씨가 검찰에서 30년 가까이 근무하면서 마약 수사를 해왔던 박성진 변호사를 대표변호인으로 선임했다는 사실이 알려졌습니다..,대체로 사실
3252,정부가 전세사기 매물 경매 중지할 수 있다는 주장.,절반의 사실
3253,퇴근 후 주고받는 짧은 업무 연락도 근로시간에 해당된다는 주장.,사실
3254,.온라인 커뮤니티 블라인드 4월 8일 게시글의 돌고래 떼죽음이 지진 전조 현상이라는 주장 및 언론보도.,대체로 사실 아님
3255,.4월 18일 국민의힘 강민국 수석대변인 논평 가운데 문재인 정권이 전세사기 문제에 사실상 손 놓고 폭탄 돌리기 했다는 내용. 전 정부가 전세사기 문제에 내놓은 대책이 없었다고 볼 수 있는지 검증..,판단 유보
3256,. 박대출 국민의힘 정책위 의장 발언 깡통전세주택 매입에 따른 1차 이익은 채권자에게 돌아가지 피해자에게 돌아가지 않는다 2023년 4월19일. 원희룡 국토교통부 장관 발언 그 돈이 피해자에게는 한 푼도 못 가는데 그래도 해달라는 것인지 반문을 하지 않을 수 없다 2023년 4월19일.,대체로 사실
3257,.최근 더불어민주당은 당 차원에서 후쿠시마산 멍게가 국내에 팔리고 있다는 내용의 현수막을 내걸었습니다. 사실인지 SBS 사실은팀이 검증해 봤습니다..,전혀 사실 아님
3258,공백,공백
3259,올해 서울의 입주물량은 결코 지적과 우려보다 공급 부족이 있는 게 아니다,전혀 사실 아님
3260,북한의 해킹 공격이 다각도로 이뤄지면서 해킹 기술의 다양성에 시선이 집중된다. 특히 정보당국과 수사기관은 국민 피해 최소화를 위한 대책 마련에 노심초사하고 있다. 이런 가운데 최근 북한의 해킹 공격이 국내 보안인증 프로그램을 통한 접근 등으로 고도화되고 있다는 보도까지 나온다. 이에 북한의 해킹 능력 고도화가 사실인지 파악에 나섰다..,사실
3261,돈을 주면 아이를 낳을 것이란 환상부터 버려야 한다,대체로 사실
3262,학교폭력이 2017년부터 가파르게 늘고있다.이주호 사회부총리 겸 교육부장관 발언4.13 MBC 라디오 국회 교육위원회 국민의힘 간사 이태규 의원 발언4.5 국회 당정협의회.,대체로 사실 아님
3263,야당이 추천했던 방통위원 후임 추천권은 야당 몫이라는 이수진 민주당 원내 대변인의 발언.,절반의 사실
3264,.지난 14일 CBS라디오 김현정의 뉴스쇼에서 무안공항에서 고추 말리는 사진이 굉장히 화제가 됐었다고 말한 윤희숙 전 국민의힘 의원의 발언.,전혀 사실 아님
3265,.24일 국민의힘 유상범 수석대변인은 윤 대통령 WP 인터뷰 발언 일본이 받아들일 수 없다로 해석해야 한다는 내용의 논평을 냈습니다. 무릎 발언 논란이 오역 논란으로 옮겨가자 인터뷰 당사자였던 워싱턴포스트 기자가 자신의 SNS에 인터뷰 원문을 게시하는 헤프닝도 벌어졌습니다. 누구 말이 맞는지 SBS 팩트체크 사실은팀이 워싱턴포스트에 직접 물어봤습니다..,전혀 사실 아님
3266,내년도 방위력개선비는 올해보다 2 증액됐다.,대체로 사실 아님
3267,코로나19에 감염 후 완치되더라도 백신을 맞는 게 낫다,대체로 사실
3268,없음,대체로 사실 아님
3269,백신 맞으면 백혈병 걸린다,대체로 사실
3270,난민 받은 해외 국가 범죄 증가했다,절반의 사실
3271,.토지소유자 등 주민 및 온라인 댓글은 서울시의 토지거래허가제 연장에 대해 재산권 침해라고 주장하고 있다.2023년 4월6일 잠삼대청 집값 여전히 비싸 토지거래허가 연장에 무게 관련 댓글.,대체로 사실 아님
3272,전에 메르스 대책으로 낙타고기 먹지 말라라고 하는 것이 있었다. 더 웃기는 것은 낙타고기 먹지 말라라고 정부가 발표를 한 후에 박근혜 대통령은 낙타고기를 먹었더라 하는 것이라는 이재명 더불어민주당 대표의 지난 2월 22일 최고위원회의 발언을 검증하고자 했음.,대체로 사실 아님
3273,라덕연 H 투자자문사 대표가 지난 4월 27일 YTN과의 인터뷰에서 공매도 세력이 최근 불거진 주가 폭락 사태로 이득을 거뒀다며 며 무더기 하한가 사태를 촉발한 배후 중 하나로 공매도 세력을 지목함..,대체로 사실 아님
3274,.검수완박법 입법 과정에서 민형배 의원의 민주당 탈당에 대한 헌재 판단 없었다고 주장한 민형배 의원의 발언을 SBS 사실은팀이 검증해봤습니다..,전혀 사실 아님
3275,4대강 사업에 대한 공적 평가는 이미 끝났다.이철재 환경운동연합 생명의강 특별위원회 부위원장 발언..윤석열 대통령이 가뭄 대책과 관련해 4대강 보를 적극 활용하라고 당부하자 4대강 사업은 이미 효과가 없는 것으로 평가가 내려졌다는 의미에서 위와 같이 발언함..,대체로 사실
3276,.엠폭스 여름에 더 감염 잘 된다.,대체로 사실 아님
3277,지난달 한국 정부가 발표한 제3자 변제안의 핵심은 일본 전범기업에 강제노동 책임을묻지 않겠다는 것. 3주 뒤 나온 내년도 일본 초등학교 6학년 교과서에도 이런 흐름이 반영됐다. 일본 외무상 하야시 요시마사가 강제노동을 부인한 데 이어 일본 초등학교 교과서에서 일제 강점기 조선인이 강제로 끌려왔다는 표현이 삭제된 것이다. .그러나 과거 일본 법원의 판단은 전혀 달랐다. 이번 팩트와이에서는 일본 법원 판결문을 토대로 일본 초등학교 교과서 속 강제동원 피해 내용의 사실관계를 따져봤다..,사실
3278,2030 무당층 비율이 역대급으로 높다.,대체로 사실
3279,.윤창호법 위헌 판결 이후 음주운전 사고가 증가했는지 언론사 자체 문제 제기..,판단 유보
3280,팩트와이는 일제 강점기 자행된 조선인 강제노동에 대한 진실과 역사 인식을 집중조명하고 있다. . 일본 강제동원 피해 강제노동 규정 조약상 강제노동 아니다 2023.03.15..,전혀 사실 아님
3281,.처리수 포털사이트를 통해 원전 처리수 안전성 확인됐다고 밝힌 도쿄전력 측 주장.,판단 유보
3282,지난 4월 8일 SBS 뉴스는 미국 UCLA대학과 일본 교토대 공동연구팀의 연구 결과를 인용 보도하면서 중년층이 하루 8000보 이상 걸으면 사망 위험이 크게 낮아진다고 보도했다. 그래서 사실관계를 알아봤다.,사실
3283,100조에 달하는 미국의 첨단 무기가 탈레반에게 넘어갔다,전혀 사실 아님
3284,우리나라 판결문 공개 비율은 0.3에 불과하다.,절반의 사실
3285,가루쌀은 겉은 쌀인데 밀과 똑같다.정황근 농림식품부 장관 발언KBS 라디오 4월 26일 발언.,대체로 사실 아님
3286,.더불어민주당을 중심으로 원전 오염수를 방류하기 시작하면 우리 국민의 먹거리 안전을 보장받을 수 있을지 우려된다는 주장을 검증하고자 합니다..,대체로 사실 아님
3287,공백,공백
3288,한동훈 장관 딸 MIT 합격의 주된 요인은 높은 내신 수능 점수다라는 주장.,대체로 사실 아님
3289,공백,공백
3290,.윤석열 정부가 취임 1년을 맞이하며 성과와 한계에 대한 다양한 이야기가 오가고 있습니다..,절반의 사실
3291, 미국 국가디폴트 사태 가능성 및 주요 정치인의 미국 국가채무 증가 원인 발언.,대체로 사실 아님
3292,.의료법 개정안은 의료인을 압박하기 위해 만들어졌다는 이필수 대한의사협회장의 주장을 검증했습니다..,대체로 사실 아님
3293,.4월 13일 트위터 게시물에 제기된 가게의 간판이나 메뉴판을 영어 등 외국어로만 표기하는 것은 불법이라는 주장.,절반의 사실
3294,전 세계 방송사뿐 아니라 법인도 이사가 21명이 있을 수 없다..,절반의 사실
3295,.국민의힘 김근태 대변인의 5월 4일 공식 논평 가운데 4대강 사업의 홍수 효과에 대한 발언 내용..,대체로 사실 아님
3296,.인터넷 커뮤니티 게시글 내용 가운데 절도를 한 초등학생 신상을 공개하는 건 불법이라는 주장.,대체로 사실
3297,휴대전화 사용 등으로 악성 사고가 은폐될 수 없는 병영환경으로 바뀌어 가고 있다,전혀 사실 아님
3298,.한미정상회담 이후 엇갈린 두 여론조사가 나왔습니다. 한국갤럽의 여론조사를 보도한 언론은 윤석열 대통령의 지지율이 소폭 하락했다는 점을 강조했습니다. .,판단 유보
3299,미국 기준으로 한국 국회의원 수는 7080명이다,대체로 사실
3300,드라마 D.P. 출연배우 군복 착용은 불법이다,절반의 사실
3301,여상규 국회 법제사법위원장 지난 17일 대검찰청 신상발언.지난 4월 패스트트랙 상정가결은 문희상 국회의장과 바른미래당 김관영 국회의원당시 원내대표의 불법 사보임을 통해 이뤄졌다패스트트랙에 반대하는 오신환 의원을 강제로 사법개혁특별위원회 위원에서 사임시키고 찬성하는 채이배 의원을 보임해서 이뤄졌기 때문.검증내용.1. 여 위원장이 불법사보임의 근거로 둔 국회법 48조 6항.법에는 교섭단체 대표의원원내대표 국회의장에세 사보임 요청할 권한 부여.국회의장 사유 등 검토해 허가 여부 검토.6항 단서조항 관건 4월과 같은 임시회기 중에는 위원사보임 불가 위원이 질병 등 부득이한 사유로 의장 허가 받은 경우 교체 가능.,대체로 사실 아님
3302,신용카드와 신용등급의 명확한 상관관계에 대해 궁금해하는 소비자들이 많다. 상황별 신용카드 사용 사례로 신용등급 상승과 하락 요인에 대해 팩트체크를 해보고자 한다..신용카드를 많이 쓰면 신용등급이 오른다는 말은 사실일까.사용하지 않는 카드를 해지하면 신용등급이 변동된다.할부카드론을 자주 이용하면 신용등급이 떨어진다.카드 한도는 낮출수록 신용등급에 유리하다.,대체로 사실
3303,미국을 비롯한 주요국에서 산업통상과 에너지 한 부처가 맡는 사례 없다,전혀 사실 아님
3304,서울시 산하기관 tbs도 언론기관인가.검증방법.언론중재법 및 방송법확인 방송통신위원회 지상파방송 정책과 관계자 인터뷰.검증내용.확인 결과 tbs는 현행법상 언론기관에 해당해 언론의 자유와 독립을 법으로 보장받는다..현행 언론중재법상 언론기관은  신문법에 따른 일간신문과 주간신문 인터넷신문  잡지정기간행물법에 따른 월간잡지  뉴스통신진흥법에 따른 뉴스통신사  방송법에 따른 방송 등이다..1990년 3월 지상파방송사업자로 방송통신위원회의 허가를 받은 tbs는 방송편성의 자유와 독립을 보장받는 방송법상 방송의 자격을 가진다. 지자체 산하기관이라는 점이 논란이 되지만 방송법은 지자체도 지상파방송사업자의 지분 40를 소유할 수 있도록 해 법적인 문제는 없다..방송법상 방송으로 인정되기 때문에 언론중재법상 언론기관에도 당연히 포함된다. 이에 따라 방송편성의 자유와 독립을 법적으로 보장받으면서 동시에 공정하고 객관적이어야 한다는 언론의 사회적 책임을 준수해야 한다. 방송법과 언론중재법이 적용되기 때문에 방송통신위원회의 규제 대상이면서 언론중재위원회의 심판 대상이기도 하다.,사실
3305,공무원 연금 및 군인연금 적자를 보전하기 위해 청년 소득 2030를 부담하게 하고 있다,전혀 사실 아님
3306,대선후보의 주택 공급 대책 250만 호 다 문재인 정부의 주택 공급 합친 것이다,절반의 사실
3307,여론조사 도중 특정 지지층라고 하면 끊는다검증방법.선거여론조사기준 확인 선거여론조사심의위원회 관계자 인터뷰 여론조사업체 인터뷰 여론조사 전문가 인터뷰 교수 인터뷰 논문.검증내용.여론조사 도중 전화가 끊길 가능성은 있다..성별 연령대별 지역별로 목표 할당량이 다 채워졌을 때와 당내 경선 조사를 할 때다..여심위 취재 결과 최근 6개월 간 조사기관의 표본 조작 문제로 신고가 들어온 사례는 없는 것으로 드러났다. 여심위 관계자는 표본의 대표성 확보 규정을 위반하면 여심위가 고발을 할 수 있고 징역 3년 이하 벌금 600만원 이하의 처벌을 받는다. 또 선거여론조사기관이 기소되거나 고발될 경우 해당 선거에서 공표나 보도를 할 수 없도록 하고 있기 때문에 여론조사업체가 특정 지지층을 의도적으로 배제하고 조사하는 일은 일어나기 힘들다고 말했다..그렇다면 왜 여론조사 표본에서 정부 여당 지지층이 더 많이 잡힐까전문가들은 추출의 문제를 지적한다.한국의 선거여론조사 기준은 성 연령 지역 등 인구통계에 따라서만 가중치를 주도록 허용한다. 가령 중장년층의 투표율이 젊은 층의 투표율보다 상대적으로 높다면 표본을 추출할 때 투표율을 반영하는 것이 타당하다. 특정 현안에 대한 조사에서도 대통령 지지도나 정당 선호도 등을 기준으로 표본을 추출하는 게 더 타당할 때가 있다. 하지만 한국에선 인구통계에 따라 추출한 표본만을 허용하기 때문에 과대표집특정 집단의 여론이 실제보다 부풀려 수집 현상이 나타날 수 있다. 즉 뽑아놓고 보니 여론조사 참여에 더 적극적인 특정 지지층이 표본에 더 많이 포함되는 결과가 나올 수 있다는 것이다.승자편승효과 때문이라는 지적도 있다. 본인이 투표한 후보가 낙선했을 경우 해당 후보를 지지했다는 사실을 감추려 한다는 것..한 여론조사 전문가는 현 정부 지지층이 과대표집되는 현상은 과거 정부에서도 늘 있던 일이지만 문재인 정부 들어서는 굉장히 심했다. 지난 정부 때 대통령의 국정농단 사실이 드러나고 대통령 탄핵까지 겪으면서 이른바 샤이보수가 늘어났기 때문이라고 설명했다. 그에 따르면 현 정부 초기 보수층 유권자들은 거의 여론조사에 참여하지 않는 경향이 뚜렷했다.한균태 경희대 언론정보학과 교수는 침묵의 나선 이론에 근거를 두고 설명하면 자신의 의견이 소수의견일 때는 감추려는 심리적 속성이 있다고 밝혔다. 한 교수는 이어 SNS 등을 통해 자기 의견을 적극적으로 개진하는 성향도 있는 반면 자신의 의견이 우세 여론이 아닐 때 이를 표출하지 않으려는 성향도 있다고 덧붙였다.,대체로 사실 아님
3308,비례대표제 폐지는 위헌이다.,대체로 사실
3309,연동형 비례대표제는 위헌이다.,대체로 사실 아님
3310,한국이 나토식 핵공유협정으로 미국과 핵무기를 공유할 수 있다,전혀 사실 아님
3311,김재원 택시비 10만 원 지급은 선거법 위반.,전혀 사실 아님
3312,지난 6일 미 대사관저에서 열린 리셉션에서 미국 고위 관료가 한국의 이동통신사들에 중국의 통신장비 화웨이를 쓰지 말라고 압박했을까.언론들은 앞다퉈 정치인이나 업계 발로 방한 중인 키스 크라크 미국 국무부 경제차관이 KT와 SK텔레콤에 반화웨이 대열에 동참할 것을 압박했다고 보도했다..,대체로 사실 아님
3313,일본군 위안부가 성노예가 아니었다는 일본 정부의 주장.검증방법.유엔 고문방지위원회 보고서 위안부 문제에 관한 일본의 역사학회역사교육자단체의 성명 한일위안부합의 검토 태스크포스TF의 최종 보고서 검토.검증내용.이 같은 주장은 유엔 인권기구의 판단은 물론 권위 있는 일본 역사학회의 입장에도 반하는 것이다.. 국제상식이나 다름없는 위안부성노예 인식.위안부에 대해 성노예라는 표현이 국제사회에서 본격 사용된 것은 1996년 채택된 유엔 인권위원회 보고서인 전쟁 중 군사적 성노예 문제에 관한 조선민주주의인민공화국 대한민국 일본 조사보고서일명 쿠마라스와미 보고서라는 것이 통설이다..일본군 위안부 제도를 성노예제로 규정하고 일본에 법적 책임 인정과 배상을 권고하는 내용을 담은 이 보고서가 나온 이후 일본군 위안부는 성노예였다는 인식이 국제사회에서 거의 상식이 됐다.,전혀 사실 아님
3314,.지역구 의석의 증가가 국회의원들의 대표성을 강화하는지 여부.,대체로 사실 아님
3315,청년 세대는 나이 든 사람보다 부도날 확률이 낮다,대체로 사실 아님
3316,귀순 의사 밝힌 북한 주민은대한민국 국민이 되는지 여부.,대체로 사실
3317,공백,공백
3318,자유한국당에서 수면 아래로 가라 앉아있던 의원직 총사퇴 방안이 공식적으로 다시 터져 나왔다. .13일 국회법과 여야 관계자들의 말을 종합해 법적으로 한국당이 본인들 마음대로 의원직을 총사퇴할 수 있는지 사실관계를 확인해봤다. .,전혀 사실 아님
3319,정부가 거짓 정보를 이용해 전자담배 사용 중단을 권고했다.,전혀 사실 아님
3320,공백,공백
3321,공백,공백
3322,자사고특목고 폐지에 대한 헌법 소원을 검토하겠다는 나경원 자유한국당 원내대표의 발언. 교육부 방침이 헌법에서 보장한 균등한 교육을 받을 권리와 교육 법정주의를 위반한 것인지 검증했다..,대체로 사실 아님
3323,북한 주민 모두를 대한민국 국민으로 규정할 수 있는지 여부.,판단 유보
3324,촉법소년 급증하고 있다,전혀 사실 아님
3325,달걀 알레르기 있으면 코로나19 백신 못 맞는다,대체로 사실 아님
3326,정부국방부가 드라마 보고 D.P.군무이탈체포전담조보직 없앤다,대체로 사실 아님
3327,상속세는 중산층도 내는 세금이다,대체로 사실 아님
3328,길고양이 입양 시 책임비 요구는 불법이다,대체로 사실 아님
3329,공백,공백
3330,국민 아닌 외국인도 코로나 국민지원금 받는다,전혀 사실 아님
3331,페스트는 공기로도 전염된다.,전혀 사실 아님
3332,tbs 김어준의 뉴스공장 인터뷰  김익중 전 동국대 의대 교수 발언. 특정비밀보호법이 일본의 언론과 학회에 영향을 주고 일본 정부에도 핑곗거리를 마련해 준다. 정보 접근 막는 일본의 특정비밀보호법이 후쿠시마 방사능 위험 알 수 없게 한다.,판단 유보
3333,한국의 방위비 분담금은 무임승차 수준이다..,대체로 사실 아님
3334,한국전력의 전기료 인상은 급격한 탈원전 탓이다,대체로 사실
3335,진술 거부 가 법에 어긋나는 행위인지 여부.,대체로 사실 아님
3336,16명 살해한 북한 선원들 한국에서 처벌 가능하다.,대체로 사실 아님
3337,공백,공백
3338,북한이 창린도에서 포사격한 행위가 9.19 군사합의를 위반한 것인지 확인한다..,사실
3339,무슬림형제단 출신 A씨는 테러조직 조직원인가.검증방법.해당 판결문 참조 테헤란 특파원 및 국립외교원 교수 취재.검증내용. 형제단 이슬람원리주의 추구하나 제도권정치 참여IS알카에다완 달라.무슬림형제단이하 형제단은 이슬람 학자인 하산 알 반나가 1928년 이집트에서 창설했다. 이슬람 세계의 순수성을 추구하는 일종의 이슬람 부흥운동 조직으로 출발한 형제단은 이집트뿐 아니라 알제리 튀니지 요르단 수단 등지로 세력을 확장해 현대 이슬람 세계에서 가장 영향력 있는 조직으로 성장했다..이슬람 율법인 샤리아가 지배하는 국가 설립을 목표로 하는 이 단체는 1954년 이집트의 최고 실권자이던 가말 압둘 나세르의 암살을 기도한 사건 이후 불법단체로 규정됐으나 폭력투쟁 노선을 포기하면서 1980년대 당시 무바라크 정권에 의해 일정 수준의 정치 활동을 보장받았다..이후 형제단은 학교와 병원 공장 등 서민들을 위한 복지 생계지원 시설을 운영해 주로 노동자 농민과 도시 저소득층의 지지를 받으며 세를 확산했다.,대체로 사실 아님
3340,경찰이 무력으로 백신 강제 접종할 수 있다,절반의 사실
3341,공짜 내복 때문에 한국인들의 유니클로 불매 운동이 시들해졌다는 주장.,전혀 사실 아님
3342,2008년 오바마 정부 40대 젊은 장관이 십여 명 들어갔다,전혀 사실 아님
3343,300만 명의 청년들이 비트코인에 투자한다,전혀 사실 아님
3344,이동섭 청소년 에이즈 감염 원인은 동성애.,대체로 사실 아님
3345,2030년부터는 기후 변화로 대멸종이 시작된다,전혀 사실 아님
3346,독일 가짜뉴스방지법은 우리나라 언론중재법이랑 완전히 다르다,대체로 사실 아님
3347,코로나로 하루 평균 1000개 이상 점포가 문을 닫는다,전혀 사실 아님
3348,.대한민국 민간보유 땅값이 40년 동안 30배 넘게 상승했다고 볼 수 있는지.검증내용 경실련 분석 물가 상승률 고려 않은 명목 상승률전문가들 실질 상승률 함께 비교해야경실련은 민간보유 토지가격 총액이 1979년 325조 원에서 2018년 9489조 원으로 30배 증가했다고 분석했다. 이는 물가 상승률을 고려하지 않은 명목 상승률이다.이에 대해 부동산 전문가들은 실질 상승률을 같이 비교해봐야 한다고 지적한다.구자훈 한양대 부동산학과 교수는 경실련이 발표한 명목 가격 상승이 완전히 틀린 말은 아니라면서도 실질 상승률을 계산해 그 방식으로 같이 비교해야 한다고 말했다. 구 교수는 강조하고 싶은 단위로 어느 정도 과장한 것으로 보인다고 덧붙였다.김은진 부동산 114 리서치팀장도 40년이라는 장기간을 대상으로 할 때는 일종의 착시효과를 줄 수 있어 실질 상승률로 하는 것이 맞다고 말했다. 김 팀장 역시 명목상승률으로는 맞지만 물가 상승률을 반영한 실질 상승률이 더 타당하다고 강조했다.19792018년의 물가 상승률을 반영한 민간보유 토지가격의 실질 상승률은 경실련이 주장하는 30배에 한참 못 미친다..,절반의 사실
3349,스타벅스 리유저블 컵 데이는 일회용컵 사용 절감 위한 친환경 행사이다,전혀 사실 아님
3350,런던 선언이 강조한 나토 단결... 현실은.,판단 유보
3351,.황교안 자유한국당 대표가 6일 서울대학교 학생들 앞에서 한 말이다. 문재인 정부의 노동시간 단축 정책을 비판하면서 노동시간 규정을 지키지 않는다고 처벌하는 국가가 한국 외엔 없다는 주장이었다. 그의 말은 사실일까..,전혀 사실 아님
